-24.82	-52.0	-8.57
-24.64	-51.82	-8.47
-24.91	-51.82	-8.47
-24.82	-51.73	-8.78
-24.82	-51.64	-8.98
-25.18	-51.82	-8.57
-24.73	-52.0	-8.37
-24.73	-51.73	-8.47
-24.73	-51.91	-8.57
-24.64	-51.82	-8.67
-24.73	-51.91	-8.57
-24.91	-52.18	-8.37
-25.0	-51.73	-8.47
-24.73	-52.0	-8.57
-24.91	-52.09	-8.27
-24.36	-52.09	-8.57
-24.55	-52.27	-8.37
-24.27	-52.36	-8.47
-24.18	-52.55	-8.37
-23.55	-53.18	-8.47
-23.27	-54.27	-8.57
-22.36	-55.09	-8.67
-21.09	-56.55	-8.57
-19.91	-57.91	-8.47
-18.36	-59.36	-8.47
-16.73	-60.55	-8.78
-15.36	-62.0	-8.57
-15.18	-62.0	-8.67
-15.55	-61.73	-8.67
-15.55	-61.82	-8.98
-15.27	-61.82	-8.67
-15.45	-61.82	-8.57
-15.45	-62.0	-8.88
-15.45	-61.91	-8.67
-15.27	-62.27	-8.47
-15.36	-62.0	-8.67
-15.36	-61.82	-8.67
-15.45	-61.82	-8.88
-15.18	-61.45	-8.78
-15.27	-61.82	-9.08
-15.36	-61.82	-8.67
-15.36	-62.0	-8.88
-15.09	-61.82	-8.88
-15.27	-62.0	-8.88
-15.09	-61.91	-8.98
-15.27	-62.0	-8.88
-15.45	-61.91	-8.78
-15.36	-61.91	-8.57
-15.27	-62.09	-8.78
-15.27	-61.91	-8.57
-15.09	-61.82	-8.98
-15.27	-61.82	-8.57
-15.36	-61.82	-8.67
-15.27	-61.91	-8.78
-15.0	-61.64	-8.57
-15.18	-62.0	-8.88
-15.18	-61.91	-8.67
-15.36	-62.18	-8.57
-15.55	-62.09	-8.78
-15.36	-61.82	-8.67
-15.18	-61.82	-8.67
-15.18	-62.18	-8.47
-15.45	-61.91	-8.37
-15.45	-61.91	-8.88
-15.27	-61.73	-8.78
-15.18	-61.82	-8.67
-15.45	-62.0	-8.57
-15.27	-61.82	-8.67
-15.18	-61.91	-8.78
-15.36	-61.73	-8.67
-15.27	-61.64	-8.57
-15.36	-61.91	-8.47
-15.36	-62.0	-8.47
-15.36	-62.27	-8.78
-15.45	-61.82	-8.57
-15.18	-61.73	-8.78
-15.27	-61.82	-8.57
-15.36	-61.82	-8.67
-15.27	-61.91	-8.78
-15.18	-61.91	-8.67
-15.18	-61.91	-8.78
-15.09	-61.73	-8.67
-15.0	-61.73	-8.98
-15.27	-61.91	-8.67
-15.18	-61.64	-8.98
-15.09	-62.09	-8.78
-15.18	-61.73	-8.78
-15.09	-61.64	-8.98
-15.36	-61.91	-8.47
-15.18	-61.73	-8.78
-15.27	-61.82	-8.57
-15.18	-61.82	-8.57
-15.18	-61.55	-8.78
-15.27	-61.82	-8.88
-15.09	-61.73	-8.47
-15.27	-61.55	-8.78
-15.27	-61.73	-8.57
-15.0	-61.73	-8.88
-15.36	-61.64	-8.78
-15.09	-61.73	-8.67
-15.27	-61.73	-8.57
-15.18	-61.64	-8.57
-15.27	-61.55	-8.78
-15.45	-61.55	-8.57
-15.27	-61.45	-8.37
-15.36	-61.36	-8.78
-15.18	-61.64	-8.47
-15.0	-61.45	-8.67
-15.09	-61.82	-8.88
-15.18	-61.45	-8.88
-15.27	-61.55	-8.67
-15.36	-61.45	-8.88
-15.09	-61.45	-8.67
-15.18	-61.55	-8.67
-15.09	-61.82	-8.78
-15.09	-61.73	-8.88
-15.27	-61.73	-8.57
-15.09	-61.73	-8.98
-15.18	-61.82	-8.67
-15.0	-61.45	-8.78
-15.18	-61.45	-8.78
-15.09	-61.55	-9.18
-15.09	-61.36	-8.57
-15.27	-61.55	-9.08
-15.18	-61.45	-8.88
-15.27	-61.45	-8.67
-15.0	-61.82	-8.67
-15.0	-61.64	-8.37
-15.09	-61.64	-8.67
-15.27	-61.82	-8.57
-15.18	-61.64	-8.57
-15.27	-61.55	-8.57
-15.36	-61.64	-8.98
-15.09	-61.73	-8.78
-15.36	-61.64	-8.78
-15.36	-61.55	-8.78
-15.09	-61.55	-8.78
-15.27	-61.55	-8.57
-15.0	-61.64	-8.98
-15.27	-61.82	-8.67
-15.27	-61.73	-8.67
-15.09	-61.64	-8.37
-15.18	-61.73	-8.78
-15.45	-61.45	-8.57
-15.18	-61.64	-9.08
